E,F,L,A,dL,materials,mat
0.076,5744,3,4510,50.274244369237955,고무,1
0.021,19835,7,2139,3091.0082593112043,고무,1
0.066,34731,1,8334,63.142221349564764,고무,1
0.083,21875,1,6710,39.27782665685095,고무,1
0.08,26957,5,8069,208.80065683479987,고무,1
0.088,2437,5,4112,33.673616024053764,고무,1
0.085,5531,2,413,315.1118074348383,고무,1
0.044,4934,9,8587,117.52966958510223,고무,1
0.088,37546,5,1586,1345.0791012266425,고무,1
0.026000000000000002,11056,1,8229,51.67465903885882,고무,1
0.07200000000000001,9621,9,4162,288.953628063431,고무,1
0.078,30400,1,9449,41.247072678970234,고무,1
0.009000000000000001,10093,4,8375,535.6152570480928,고무,1
0.08600000000000001,12893,6,8957,100.42554738271483,고무,1
0.054,18498,6,2927,702.1979273431273,고무,1
0.076,33079,7,934,3262.044967880086,고무,1
0.052000000000000005,15896,9,7631,360.53345160932633,고무,1
0.023,28101,4,2707,1805.3677261849314,고무,1
0.025,20177,6,6681,724.8136506511001,고무,1
0.01,724,5,3910,92.58312020460357,고무,1
0.04,24712,4,6133,402.9349421164194,고무,1
0.053,12319,9,8131,257.2753241147901,고무,1
0.029,6245,8,2634,654.0465530332783,고무,1
0.033,33721,7,6633,1078.3867622402222,고무,1
0.047,14725,2,5384,116.38108185008377,고무,1
0.011,16456,1,702,2131.054131054131,고무,1
0.094,30821,3,6552,150.12956901254773,고무,1
0.035,32169,9,595,13902.569027611042,고무,1
0.092,22443,8,1442,1353.3739371645663,고무,1
0.054,1009,7,4797,27.26626981369529,고무,1
0.032,28163,4,7194,489.3487628579372,고무,1
0.018000000000000002,17150,1,5123,185.9804368100288,고무,1
0.083,7821,6,3101,182.31973362654097,고무,1
0.004,24910,2,3517,3541.370486209838,고무,1
0.002,2636,8,5079,2075.9992124433943,고무,1
0.084,37256,1,4330,102.43044099857032,고무,1
0.038,23001,1,7097,85.2880757621827,고무,1
0.037,21313,7,3247,1241.8198919584815,고무,1
0.029,26700,6,1607,3437.546939038259,고무,1
0.049,14640,5,5540,269.6529875488101,고무,1
0.05,8844,8,4659,303.7218287186091,고무,1
0.006,27663,7,2591,12456.00154380548,고무,1
0.053,29676,2,5512,203.16564887586605,고무,1
0.015,31299,9,4512,4162.101063829788,고무,1
0.075,11874,5,6511,121.5788665335586,고무,1
0.006,15122,9,6734,3368.428868428868,고무,1
0.05,29215,4,7030,332.46088193456615,고무,1
0.027,8996,6,8439,236.88957354083553,고무,1
0.05,28251,2,4877,231.70801722370308,고무,1
0.079,33103,9,3399,1109.5109879674214,고무,1
0.029,39798,9,8030,1538.1199811053377,고무,1
0.09,9099,6,4603,131.7836193786661,고무,1
0.059000000000000004,7966,3,8853,45.75294786599199,고무,1
0.001,1358,6,1161,7018.087855297157,고무,1
0.07200000000000001,24206,6,7920,254.69276094276088,고무,1
0.081,17152,7,8890,166.73471371634102,고무,1
0.013000000000000001,34063,5,8399,1559.846868216912,고무,1
0.015,2080,2,9296,29.83362019506598,고무,1
0.07,1094,7,4223,25.9057542031731,고무,1
0.09,34274,3,4979,229.45705295574749,고무,1
0.022,5474,1,7547,32.96915089680427,고무,1
0.012,25571,4,7814,1090.819895913318,고무,1
0.004,4060,4,3063,1325.497877897486,고무,1
0.067,15854,2,6855,69.03774344905668,고무,1
0.013000000000000001,9339,8,9656,595.1819514371296,고무,1
0.036000000000000004,36743,3,3399,900.8286751005196,고무,1
0.046,11119,8,6854,282.1329341165426,고무,1
0.067,872,9,2180,53.73134328358209,고무,1
0.029,35660,1,5135,239.4654668770775,고무,1
0.051000000000000004,18863,3,3136,353.82277911164465,고무,1
0.002,3211,9,8007,1804.608467590858,고무,1
0.054,15097,6,4968,337.64984791554843,고무,1
0.083,32096,8,8859,349.2031111238044,고무,1
0.092,17839,3,8261,70.41599343168267,고무,1
0.003,19551,9,5747,10205.84652862363,고무,1
0.076,8433,4,1958,226.68136121713889,고무,1
0.063,36962,2,4684,250.5117048242582,고무,1
0.005,35673,5,3939,9056.359482102056,고무,1
0.05,37891,2,9821,154.3264433357092,고무,1
0.076,22391,9,9472,279.9372666251778,고무,1
0.079,19222,4,5149,189.02035789178677,고무,1
0.059000000000000004,18193,3,8178,113.11662956837485,고무,1
0.098,32331,1,4670,70.64414630948738,고무,1
0.08600000000000001,27377,1,8571,37.14119814517857,고무,1
0.048,10867,4,6911,131.0350648724256,고무,1
0.052000000000000005,1422,1,8313,3.2895650001388,고무,1
0.038,11340,2,1893,315.28901493035283,고무,1
0.073,15558,3,9625,66.42803771570895,고무,1
0.061,21784,7,3994,625.8896541533612,고무,1
0.098,18438,5,6804,138.25900730662636,고무,1
0.05,31797,2,6912,184.01041666666666,고무,1
0.035,19707,5,2159,1303.9767087937535,고무,1
0.037,25103,5,3412,994.2254681410602,고무,1
0.013000000000000001,26686,9,580,31853.31564986737,고무,1
0.061,8309,7,6057,157.41981232931957,고무,1
0.002,22161,7,204,380213.2352941176,고무,1
0.041,3095,1,4267,17.691072153280707,고무,1
0.075,22283,1,4788,62.05235310498469,고무,1
0.038,7347,4,1216,635.9937673130194,고무,1
0.08700000000000001,39683,8,5742,635.4948614163834,고무,1
0.035,35003,8,6315,1266.9336047958375,고무,1
0.082,8342,5,6981,72.86327697827902,고무,1
0.003,3549,5,6252,946.0972488803583,고무,1
0.097,28395,5,3899,375.39363780826693,고무,1
0.016,15354,6,7990,720.6195244055068,고무,1
0.07200000000000001,4602,8,2992,170.9001782531194,고무,1
0.039,28995,3,6772,329.35390067699575,고무,1
0.01,24577,9,6472,3417.691594561187,고무,1
0.082,34315,5,6589,317.55623748375893,고무,1
0.014,6907,4,8654,228.03658093697382,고무,1
0.067,9848,6,9127,96.62654188245799,고무,1
0.034,3383,8,1052,756.6539923954373,고무,1
0.088,18337,1,6735,30.93912397921307,고무,1
0.091,33679,3,1699,653.5001196566823,고무,1
0.003,2012,1,3023,221.8546697541074,고무,1
0.053,23125,3,668,1959.5243475313525,고무,1
0.039,37520,4,859,4479.866272648578,고무,1
0.08,619,2,8456,1.830061494796594,고무,1
0.057,36835,6,6196,625.7857361285719,고무,1
0.038,549,5,2363,30.56997126756799,고무,1
0.033,4775,2,3860,74.97252315905165,고무,1
0.054,14984,4,8359,132.78214211340185,고무,1
0.062,18515,7,9476,220.5997494519261,고무,1
0.093,22037,6,4907,289.73750468389466,고무,1
0.061,2981,8,1031,379.1957513793707,고무,1
0.042,17269,7,3853,746.9936845747901,고무,1
0.041,35941,7,2168,2830.382053820538,고무,1
0.047,8980,1,1087,175.77169253655387,고무,1
0.039,19868,9,8458,542.0812339705694,고무,1
0.035,10000,7,5344,374.25149700598797,고무,1
0.077,38465,7,7164,488.1097406223034,고무,1
0.027,15164,7,2266,1734.9547252459872,고무,1
0.015,5300,2,5647,125.14019243256007,고무,1
0.055,7550,5,4398,156.0626731158791,고무,1
0.011,9289,4,1633,2068.474085620442,고무,1
0.049,29640,3,512,3544.3239795918366,고무,1
0.081,23444,3,2010,431.9882071125852,고무,1
0.017,19045,5,8270,677.3241340066861,고무,1
0.01,17515,8,5607,2499.019083288746,고무,1
0.068,5853,8,5558,123.89137015007513,고무,1
0.084,13446,7,3311,338.4173965569314,고무,1
0.018000000000000002,30655,8,7646,1781.9048449443426,고무,1
0.027,23566,7,6384,957.0337881741391,고무,1
0.063,487,1,4005,1.9301270237599826,고무,1
0.005,10927,2,7576,576.9271383315734,고무,1
0.059000000000000004,38116,4,3946,654.8747068475263,고무,1
0.046,32448,5,7349,479.9233258591823,고무,1
0.099,29030,7,7066,290.49338559669724,고무,1
0.065,3962,3,9587,19.073906171016844,고무,1
0.07200000000000001,10471,7,5519,184.45622194036758,고무,1
0.09,6610,6,7122,61.87400542918655,고무,1
0.048,34992,5,2337,1559.6919127086007,고무,1
0.076,12942,4,8023,84.90064748059855,고무,1
0.08600000000000001,8132,7,2463,268.740144841326,고무,1
0.01,22918,6,2316,5937.305699481865,고무,1
0.026000000000000002,19554,2,9986,150.62626138131844,고무,1
0.047,13382,7,7279,273.810115371237,고무,1
0.099,37496,3,3509,323.8080433862708,고무,1
0.078,25949,7,6007,387.6737822967222,고무,1
0.081,3014,9,5295,63.24624908194313,고무,1
0.094,9712,7,6379,113.3773385410239,고무,1
0.035,204,5,2546,11.446526764672875,고무,1
0.042,9165,7,8029,190.2478515381741,고무,1
0.077,19463,2,4131,122.37532498970408,고무,1
0.069,27867,7,7605,371.74055970042593,고무,1
0.08,5400,9,8291,73.27222289229285,고무,1
0.019,14750,5,9889,392.5148091180525,고무,1
0.094,26653,3,4380,194.20722821334886,고무,1
0.054,4562,5,6932,60.93586373447886,고무,1
0.012,24726,2,8653,476.251011209985,고무,1
0.001,38672,5,8004,24157.92103948026,고무,1
0.041,8363,2,8076,50.514019256091515,고무,1
0.037,20014,4,7373,293.45933482648525,고무,1
0.035,3789,5,2977,181.8225442679591,고무,1
0.03,1457,5,6403,37.92493102191681,고무,1
0.033,16249,8,182,21643.689643689642,고무,1
0.022,16992,5,3567,1082.651578866886,고무,1
0.027,33734,2,4453,561.1531135896732,고무,1
0.004,14482,4,9083,1594.4071342067598,고무,1
0.061,25380,6,8928,279.61396086726603,고무,1
0.01,12917,8,4615,2239.133261105092,고무,1
0.039,36816,5,8427,560.1044262489617,고무,1
0.051000000000000004,37971,1,458,1625.610069355253,고무,1
0.022,29590,9,8540,1417.4473067915692,고무,1
0.097,19392,3,6680,89.78331995802209,고무,1
0.003,18537,5,3464,8918.879907621247,고무,1
0.08600000000000001,33302,3,861,1349.242362855522,고무,1
0.013000000000000001,1371,4,9253,45.590203593013484,고무,1
0.099,15626,9,2756,515.4373927958834,고무,1
0.089,39383,9,3150,1264.3017656500804,고무,1
0.003,25789,6,240,214908.33333333334,고무,1
0.057,30805,9,51,95371.51702786378,고무,1
0.061,29350,2,7804,123.30792951912008,고무,1
0.007,15337,5,5521,1984.2419851476182,고무,1
0.006,4287,8,4322,1322.5358630263765,고무,1
0.033,18208,3,9195,180.01878491274903,고무,1
0.043000000000000003,29268,8,1236,4405.5091442763605,고무,1
0.032,6269,5,1166,840.0782590051458,고무,1
0.029,13336,9,4292,964.296043963107,고무,1
0.025,29536,3,5411,655.0212530031417,고무,1
0.057,31510,3,3438,482.3795964606105,고무,1
0.063,5326,2,6701,25.23196016704448,고무,1
0.024,25006,3,6857,455.8480385008021,고무,1
0.03,1881,2,5802,21.613236814891415,고무,1
0.073,35466,6,7260,401.5170383788067,고무,1
0.033,20153,9,5010,1097.0604246053347,고무,1
0.049,16026,5,4630,353.19786661965003,고무,1
0.066,4405,5,8594,38.830826298827226,고무,1
0.089,11342,1,3278,38.876815816714775,고무,1
0.082,36579,9,6860,585.2431913531964,고무,1
0.091,35643,8,5735,546.3732431474367,고무,1
0.012,24960,4,3988,2086.258776328987,고무,1
0.084,10306,3,490,751.1661807580174,고무,1
0.05,2806,6,5228,64.40703902065799,고무,1
0.054,3070,5,2120,134.08455625436758,고무,1
0.027,20656,3,8458,271.35387929902004,고무,1
0.07200000000000001,28330,3,1618,729.5529460238978,고무,1
0.028,6468,4,5864,157.57162346521145,고무,1
0.082,34771,5,1126,1882.9333275570764,고무,1
0.07200000000000001,6451,3,2707,99.2950375569511,고무,1
0.081,28261,7,5386,453.4550022234141,고무,1
0.012,28831,1,2820,851.9799054373522,고무,1
0.036000000000000004,4668,7,2257,402.15625461527094,고무,1
0.089,11022,5,2604,237.79319629265262,고무,1
0.096,2479,3,4876,15.88776661197703,고무,1
0.037,16797,4,3996,454.4274003733463,고무,1
0.044,25615,1,7267,80.10996159475587,고무,1
0.077,20953,2,7358,73.96490435359694,고무,1
0.091,16326,8,6487,221.25061619434982,고무,1
0.064,28915,8,549,6583.561020036429,고무,1
0.075,34660,8,150,24647.11111111111,고무,1
0.07,26913,3,1447,797.1073156283936,고무,1
0.022,28149,5,9049,706.9841971488563,고무,1
0.031,27926,8,2104,3425.242242119465,고무,1
0.061,28493,5,5705,409.3763020646255,고무,1
0.065,19336,7,7978,261.0100854272326,고무,1
0.079,8137,9,2852,325.0350631136045,고무,1
0.041,8295,2,7523,53.78627493572556,고무,1
0.082,21162,3,9553,81.04464693762398,고무,1
0.057,37311,3,294,6679.377013963481,고무,1
0.077,31347,6,8893,274.66809587578734,고무,1
0.096,31706,9,7249,410.04793764657194,고무,1
0.055,3840,4,9221,30.286598771578706,고무,1
0.088,3194,7,2529,100.46191451885403,고무,1
0.073,6111,6,2750,182.6450809464508,고무,1
0.025,39430,1,4231,372.77239423304184,고무,1
0.095,1200,5,7984,7.910557958021306,고무,1
0.057,9078,5,4712,168.99740863193637,고무,1
0.093,7755,4,3879,85.98824106645377,고무,1
0.09,16113,2,8206,43.63473880900155,고무,1
0.08,994,4,933,53.269024651661304,고무,1
0.09,30731,3,3898,262.7928852402942,고무,1
0.02,23170,1,721,1606.7961165048544,고무,1
0.088,21126,9,9248,233.63036725385342,고무,1
0.002,20341,6,9877,6178.293003948567,고무,1
0.042,3784,1,2867,31.42491736841231,고무,1
0.078,17398,5,7598,146.78289158415507,고무,1
0.062,16135,3,9466,82.47684412123526,고무,1
0.044,22922,9,3242,1446.2032415456229,고무,1
0.073,21528,1,7800,37.80821917808219,고무,1
0.076,37166,2,4616,211.88315242178237,고무,1
0.038,23166,7,8432,506.0983221811645,고무,1
0.058,34715,4,6822,350.94370141226653,고무,1
0.098,9858,1,8137,12.362275621813183,고무,1
0.005,7382,7,9973,1036.2779504662587,고무,1
0.057,11413,2,9909,40.41337575445324,고무,1
0.068,21303,3,8307,113.13810464597539,고무,1
0.027,35912,1,8794,151.24790471617854,고무,1
0.009000000000000001,31326,2,6034,1153.684675726439,고무,1
0.04,28576,6,875,4898.742857142857,고무,1
0.081,22576,6,5490,304.6077042434055,고무,1
0.047,25425,4,5945,363.9747329241451,고무,1
0.069,17450,7,9294,190.47663600951836,고무,1
0.097,4772,1,2723,18.06679261427095,고무,1
0.08600000000000001,27568,1,8317,38.5425200835498,고무,1
0.084,9617,1,7346,15.585093280437684,고무,1
0.023,28756,9,9334,1205.5225868959672,고무,1
0.052000000000000005,1925,8,8497,34.85393034645712,고무,1
0.046,32153,5,8024,435.55474879708703,고무,1
0.067,9429,5,2205,319.1186922530206,고무,1
0.076,6497,2,8615,19.84604575862174,고무,1
0.007,24244,2,4606,1503.8769307114944,고무,1
0.038,5174,5,5749,118.41876390401993,고무,1
0.068,21082,2,1646,376.7064541490958,고무,1
0.017,17992,8,5380,1573.759020336759,고무,1
0.096,36905,9,2067,1673.847968069666,고무,1
0.051000000000000004,14628,1,363,790.1474639442553,고무,1
0.08,12582,9,6068,233.2687870797627,고무,1
0.067,4540,7,2695,176.00310137623572,고무,1
0.028,37416,8,4091,2613.1228829835527,고무,1
0.011,32550,9,8756,3041.550728850866,고무,1
0.08600000000000001,15924,8,9726,152.30334418891582,고무,1
0.076,14118,2,1645,225.85186370180773,고무,1
0.081,14528,7,8181,153.46610106826867,고무,1
0.045,7919,5,5222,168.49653176730925,고무,1
0.094,31494,4,1816,737.9791920517387,고무,1
0.099,7883,5,7153,55.65934756484176,고무,1
0.011,24853,4,253,35721.16421128279,고무,1
0.056,13411,3,3593,199.95725816070933,고무,1
0.042,34116,4,516,6296.788482834994,고무,1
0.08700000000000001,4661,5,6518,41.0975089319409,고무,1
0.075,6064,1,6173,13.097899454614181,고무,1
0.062,22527,9,4090,799.5228330309961,고무,1
0.031,10894,1,1323,265.6230951161827,고무,1
0.035,31774,5,5592,811.7208256693234,고무,1
0.025,27654,2,5242,422.03739030904234,고무,1
0.041,25713,5,2803,1118.705568076016,고무,1
0.013000000000000001,17181,2,7682,344.0810686319668,고무,1
0.026000000000000002,22936,6,9200,575.3177257525083,고무,1
0.08600000000000001,24574,1,9724,29.38545722403451,고무,1
0.032,2926,7,8195,78.10402684563758,고무,1
0.025,27119,7,2174,3492.78748850046,고무,1
0.083,34554,4,1022,1629.4060783250418,고무,1
0.051000000000000004,31512,4,6208,398.1200727713766,고무,1
0.088,38793,5,5833,377.8754889889812,고무,1
0.063,10801,6,6858,149.99513949645183,고무,1
0.02,33110,3,5317,934.0793680646981,고무,1
0.008,37803,5,6208,3805.8754832474224,고무,1
0.069,39583,5,7567,379.05819126910706,고무,1
0.007,8973,4,255,20107.563025210082,고무,1
0.044,24804,8,1117,4037.437942540897,고무,1
0.099,28034,3,6776,125.37118528854064,고무,1
0.083,37416,9,2868,1414.6292282099107,고무,1
0.063,8346,7,2665,347.9674796747967,고무,1
0.026000000000000002,16651,2,9826,130.35275329189435,고무,1
0.051000000000000004,19838,4,7038,221.07439167767131,고무,1
0.028,22722,3,6613,368.13851504612126,고무,1
0.07200000000000001,17779,9,6524,340.64607602697725,고무,1
0.047,34812,3,1295,1715.8629754374435,고무,1
0.069,7927,7,3502,229.63689485925224,고무,1
0.053,15894,4,73,16432.153011113984,고무,1
0.012,12034,5,7958,630.0787467537907,고무,1
0.092,19909,1,6335,34.15977488761539,고무,1
0.04,2609,5,5169,63.09247436641517,고무,1
0.085,24457,4,3320,346.66194188518773,고무,1
0.08600000000000001,12790,5,6908,107.64398540283592,고무,1
0.008,833,1,4020,25.901741293532336,고무,1
0.017,17960,1,9070,116.47966794214929,고무,1
0.074,35601,6,9677,298.2915746168821,고무,1
0.078,28560,9,9108,361.8121009425357,고무,1
0.065,30485,8,8495,441.67157151265445,고무,1
0.023,35626,5,1187,6524.669426028351,고무,1
0.085,27310,3,2524,381.8868276312109,고무,1
0.052000000000000005,7627,9,7545,174.95794463985317,고무,1
0.004,26383,6,5914,6691.663848495096,고무,1
0.076,17991,9,3247,656.1481853694909,고무,1
0.02,25063,3,1175,3199.531914893617,고무,1
0.063,6333,6,5965,101.1136390851395,고무,1
0.06,39759,5,3508,944.4840364880274,고무,1
0.013000000000000001,9257,7,9837,506.71327249552314,고무,1
0.033,18785,3,7964,214.43084790648828,고무,1
0.06,3882,4,9493,27.262193194985784,고무,1
0.035,37150,7,3277,2267.3176685993285,고무,1
0.066,19009,1,6339,45.43542380740677,고무,1
0.038,37227,3,5919,496.5321311387948,고무,1
0.052000000000000005,13858,9,3313,723.9661937820706,고무,1
0.024,4127,1,2663,64.57316309926149,고무,1
0.089,164,9,8487,1.9540791402051785,고무,1
0.07200000000000001,16568,5,3259,353.0394463195936,고무,1
0.083,30960,3,5674,197.221738558039,고무,1
0.08,17638,9,9094,218.19606333846494,고무,1
0.012,6769,1,7903,71.3758488337762,고무,1
0.002,19980,3,724,41395.02762430939,고무,1
0.062,9843,6,4745,200.74781603725484,고무,1
0.076,27781,8,4307,678.9681424364254,고무,1
0.082,39116,1,6775,70.40950409504094,고무,1
0.088,3155,1,2506,14.306573314953203,고무,1
0.044,17660,2,6535,122.83508381442583,고무,1
0.051000000000000004,9547,1,833,224.72518419132356,고무,1
0.058,29486,2,6201,163.96687964677554,고무,1
0.034,63,1,4166,0.44477704668041,고무,1
0.044,14782,9,2801,1079.468371685437,고무,1
0.039,31778,2,9317,174.91048896007572,고무,1
0.011,24842,6,9675,1400.5355884425653,고무,1
0.01,10780,3,7938,407.40740740740745,고무,1
0.012,27045,7,5534,2850.786049873509,고무,1
0.08700000000000001,35536,8,679,4812.486245831428,고무,1
0.013000000000000001,34257,3,7978,990.9076884509323,고무,1
0.08,37932,9,9022,472.9937929505653,고무,1
0.047,38893,4,1313,2520.9768112654147,고무,1
0.083,2760,1,6789,4.8980721826767954,고무,1
0.07,19432,3,9337,89.19353111277712,고무,1
0.057,24667,1,7964,54.33882294888401,고무,1
0.081,24752,7,7225,296.0639070442992,고무,1
0.057,19518,3,2443,420.492491974923,고무,1
0.07200000000000001,38093,5,8706,303.8533450749164,고무,1
0.065,16740,7,9284,194.1802273555828,고무,1
0.099,36211,7,7662,334.1651967337167,고무,1
0.067,13185,9,7603,232.95007273248385,고무,1
0.069,11009,2,9076,35.15881988490109,고무,1
0.031,13801,9,8878,451.31132411397505,고무,1
0.073,31002,9,691,5531.352219336677,고무,1
0.037,32310,7,4433,1378.908798263637,고무,1
0.078,29215,2,8728,85.82751651037627,고무,1
0.088,37475,7,4847,615.0125663484442,고무,1
0.078,24773,5,7315,217.0899276162434,고무,1
0.033,20551,8,7935,627.8589295602528,고무,1
